Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV21,OUT019,227.14304501593577
FDB53,OUT046,1894.7800453802681
DRP47,OUT019,643.8093066521263
FDA14,OUT013,1808.3092036703188
DRC24,OUT035,2064.080423710442
FDW21,OUT018,1101.4542887361347
NCH29,OUT046,1248.8000537578978
FDU58,OUT013,2644.0161378364173
FDY27,OUT017,2517.848212452329
FDV56,OUT035,1480.1401001357576
FDT59,OUT046,3748.2454726290543
FDB23,OUT046,3639.4409269073735
FDR49,OUT045,786.99856314779
FDB03,OUT010,591.533695073678
FDN39,OUT045,2145.183064265821
FDX02,OUT027,6061.555084228369
FDQ16,OUT027,2330.89824193024
FDU35,OUT018,1072.0313196252598
NCT29,OUT013,1501.527268063924
FDZ27,OUT046,827.4487951149356
FDN57,OUT017,1844.5647797079191
FDA03,OUT018,1589.8174142543264
FDZ36,OUT045,2545.4590469429254
NCU05,OUT013,1069.6460408672012
FDT39,OUT018,1678.0091276717885
FDK60,OUT017,1304.7824021911697
FDZ25,OUT017,2375.258762563571
FDG12,OUT046,1547.6350319993503
DRB01,OUT019,390.5159997347345
NCC43,OUT027,7644.0278591612
FDX13,OUT019,637.2021298625746
FDM22,OUT049,914.3486843617911
FDJ03,OUT027,1455.3616307145421
FDU14,OUT018,3716.89768918828
FDB33,OUT010,294.25195778780807
FDP27,OUT046,2695.9891231458646
FDO38,OUT010,148.27850429362223
FDE28,OUT027,6625.13155820187
FDO27,OUT035,1322.8211413682664
DRL23,OUT027,2287.5657338626565
FDS28,OUT046,896.7180630647689
FDX24,OUT013,1174.2128772903216
FDZ02,OUT035,1338.191568908466
FDL46,OUT045,1410.620129687479
FDS60,OUT027,4194.80697166792
NCO06,OUT017,758.1404965464914
FDO16,OUT035,1197.8487864219114
FDC60,OUT049,1218.4555177402067
FDA48,OUT018,2911.1744613481633
FDZ36,OUT027,4556.156960257517
FDK27,OUT045,1463.0002863498466
FDW23,OUT018,650.8870797599002
FDM14,OUT018,1171.5576997501498
FDM14,OUT013,1334.9543038960664
FDW60,OUT018,2090.4311986148646
FDE21,OUT013,1430.102045625806
NCM42,OUT035,1472.5033516787453
FDY59,OUT010,171.60637785599488
DRI49,OUT049,1118.4029304908634
FDT28,OUT019,283.89412752225616
FDQ22,OUT018,652.0524061346332
FDR60,OUT049,1091.4702497047485
FDC50,OUT019,176.84242345985885
FDV24,OUT013,1913.9262618027046
DRF48,OUT010,373.8975101470785
FDQ47,OUT046,763.0842947885636
DRN36,OUT049,1280.2713578379646
NCY06,OUT035,1718.2657335024855
FDE52,OUT035,1259.5970579175014
NCB54,OUT045,1543.7893080061328
NCF31,OUT035,2102.491110276462
FDJ08,OUT027,4606.927675285037
NCC07,OUT017,1391.7907815856897
NCD19,OUT027,1492.7061731224742
FDL46,OUT049,1549.4717286362177
FDM20,OUT045,4130.126289301043
NCI06,OUT010,352.55104858954445
DRM11,OUT035,5009.674161224359
NCH07,OUT018,1751.739725346069
FDS23,OUT013,1595.4230397200909
FDO49,OUT018,717.5471881863955
FDS35,OUT049,996.9651067212293
DRK39,OUT045,1049.0861178338928
DRI39,OUT049,926.9409512440893
FDV04,OUT017,2170.595030395829
NCN14,OUT035,2679.2670479992407
FDH08,OUT013,3709.4322200231322
FDS20,OUT046,2530.065827370894
FDV40,OUT049,1080.3826090102564
FDZ48,OUT010,196.08791485944872
FDS24,OUT027,1998.2639499792663
FDK44,OUT049,2451.6327935702247
FDS48,OUT045,1866.5908649653059
FDK26,OUT010,377.21100474821355
FDD23,OUT045,2602.344584453583
NCH54,OUT017,2205.8417082801143
NCP14,OUT010,190.66944318630865
FDM60,OUT010,110.59537747008441
FDV24,OUT017,2021.0417277990077
FDH08,OUT018,3144.1237147204824
FDS12,OUT027,2753.3384095837732
FDR39,OUT027,4251.8160681873605
FDP12,OUT027,1314.6249672838806
DRF60,OUT027,6676.8650062873685
FDC09,OUT035,1405.8311514108523
FDF50,OUT018,2430.7331635548476
FDG28,OUT035,4525.0582998693835
NCE19,OUT017,918.0556597024366
NCM53,OUT010,192.92115232278488
NCN18,OUT049,1458.9758406169353
FDF32,OUT035,3064.9525307461586
FDF11,OUT013,4020.8025917160217
DRI59,OUT049,3695.6194018350393
NCG54,OUT035,2411.529860658276
FDM44,OUT046,1287.4026857251386
FDT57,OUT018,3329.8955365947027
FDV24,OUT046,1940.0625552575461
FDI50,OUT019,543.7634774366784
FDS09,OUT035,918.8861179957365
NCC31,OUT027,3458.9246040822622
FDQ07,OUT019,504.1459266551439
FDC22,OUT017,2874.138021618178
FDZ56,OUT046,2256.745797506206
FDZ40,OUT019,127.26063568467575
FDS46,OUT027,2584.0822304402877
DRD24,OUT045,1699.4884895051243
FDV45,OUT017,2764.3827977909305
FDL26,OUT045,1945.2965903054221
FDA56,OUT018,1307.742999190909
FDN27,OUT046,1468.3769331302494
FDM20,OUT049,4420.462954020379
FDO16,OUT017,1152.1158763408569
FDL03,OUT035,3024.713200773044
FDE58,OUT046,1452.1619697493632
FDI02,OUT027,2451.4559449298386
NCC55,OUT019,111.66057023557013
FDR03,OUT018,2619.2234972408482
FDB14,OUT017,1255.4929837165987
FDR45,OUT013,4008.763617604391
NCN07,OUT017,1697.344004285295
FDM51,OUT019,191.95129796926986
FDT52,OUT027,7395.6391886303945
FDL26,OUT046,1984.4794098117943
NCZ42,OUT046,4027.088759720423
DRI47,OUT019,267.66048914115595
FDW40,OUT013,1776.8196751704502
FDN34,OUT046,2283.7710662797203
FDS01,OUT035,2595.8108255015813
NCG55,OUT045,1404.4838946419218
FDC11,OUT035,1213.2741778233974
FDX35,OUT018,3123.276562430747
NCB06,OUT046,2093.9454084174567
FDR09,OUT019,696.9147213825569
FDC53,OUT017,1294.2769097470277
FDY45,OUT013,4502.8993786140045
FDA22,OUT010,317.7184599294982
FDE02,OUT035,1302.8381336258792
FDW21,OUT045,1259.5634007684414
FDV34,OUT046,1038.2960741035135
FDS59,OUT049,1456.0692960446752
NCW17,OUT017,1667.7777260216503
NCK54,OUT046,1453.4712149059767
FDG17,OUT019,624.7050923236844
FDG35,OUT017,2450.5111401671406
FDD08,OUT010,108.18304484572405
NCO07,OUT017,3337.077239508593
FDJ10,OUT010,260.1456047089203
FDW36,OUT017,1369.1133137875395
FDW21,OUT010,186.83663918189913
FDY19,OUT017,1531.9115434588507
DRE03,OUT013,791.5929671987936
NCC55,OUT049,796.7978701732466
FDH52,OUT010,135.54468970973508
FDO09,OUT017,5234.404742293307
FDU43,OUT045,3946.6562553821173
FDX09,OUT010,336.5229275234054
FDH40,OUT019,164.0213948952825
FDW58,OUT017,1367.650893537519
FDC47,OUT017,3789.2595897178803
NCR41,OUT035,1290.8713225716797
DRG49,OUT035,4442.011798796774
FDC52,OUT027,3429.6849519638536
FDY13,OUT046,1030.4263064492893
FDY35,OUT013,795.9303990196004
FDI35,OUT017,2600.9920006196376
NCU18,OUT049,1877.7239441342763
FDY33,OUT018,1770.5038016259653
FDC15,OUT027,3510.332626956349
FDU01,OUT049,2754.2847543277576
NCU42,OUT046,2268.6618567650794
NCV29,OUT018,2056.158788814196
NCY30,OUT017,2626.8596363762294
FDQ46,OUT049,1471.2953993095782
FDG58,OUT027,3467.3756339724687
FDK33,OUT017,3378.2156280535046
NCD07,OUT045,1398.3601601651733
NCX29,OUT027,3174.630250264864
NCT42,OUT013,1872.3554419592708
DRN59,OUT035,850.170230835958
FDI44,OUT035,1135.129350501596
FDA45,OUT049,2520.616358986232
FDP31,OUT045,933.3481316632639
FDY01,OUT046,1457.853167211594
FDT09,OUT018,1434.7210995194594
DRH03,OUT027,2064.12107559696
FDA36,OUT018,2219.0621555598605
NCF31,OUT017,2066.232335519384
FDG14,OUT049,2066.006957883995
FDG28,OUT027,7414.587963799548
FDU14,OUT049,4599.726301146465
FDY47,OUT019,244.20945788651284
FDI56,OUT049,1231.184256024464
DRD01,OUT013,870.4129357757629
FDM22,OUT046,886.287560380497
FDH33,OUT013,771.0050611561817
DRZ24,OUT013,1430.6608808030192
NCQ38,OUT046,1328.9070288023513
FDO16,OUT027,1927.2782527761742
FDU07,OUT027,3296.5295593226306
NCB07,OUT013,2725.171318775245
FDU48,OUT045,1602.3470369431473
NCM43,OUT045,2115.6273459831764
FDR31,OUT010,265.43005818440105
DRK49,OUT018,651.4409855736551
NCI30,OUT010,597.8201687990314
DRD60,OUT017,2552.505433652956
NCG19,OUT046,3882.4646902080017
FDH12,OUT035,1414.5623646930453
FDM32,OUT035,1258.4194573011396
FDM27,OUT035,2180.6202293382235
NCU53,OUT027,3794.840095059318
NCQ18,OUT046,1260.5514702495425
FDS10,OUT013,2393.764602461151
FDB33,OUT027,3523.978260014487
FDI12,OUT013,1125.7097486243758
NCW42,OUT013,3408.023928903026
NCC06,OUT018,1366.8751734801526
FDW02,OUT017,1667.450306997354
NCD43,OUT017,1376.4058183818306
FDM57,OUT018,949.9838722073607
FDA58,OUT017,4101.112866383226
FDK56,OUT046,2565.6514731801935
FDP52,OUT045,3688.0032977246074
FDW20,OUT018,1309.0154344507225
FDS52,OUT049,1339.1570073633604
NCT29,OUT018,1272.6883288243648
NCL54,OUT013,2344.0136842414004
FDC05,OUT045,2814.8359361501743
FDF34,OUT035,3073.2246965875247
FDP03,OUT027,2729.7402502055033
FDD32,OUT010,158.90657259548453
FDZ10,OUT045,1540.6843331054536
FDZ40,OUT035,929.1879426631718
FDD51,OUT018,674.1025037645304
NCY30,OUT019,359.10143364673934
FDP58,OUT017,3505.5000625260936
FDV49,OUT017,5169.6175457425215
FDY24,OUT019,126.76491808871981
NCO55,OUT017,1406.4803000623667
FDR13,OUT017,1544.752035197339
FDS51,OUT017,965.1834335444687
FDP26,OUT045,1276.079824069931
NCB54,OUT027,2801.9597566933503
FDF32,OUT017,2942.9817279647236
FDN31,OUT018,2255.607565327763
DRM48,OUT017,766.2730502317042
FDN20,OUT049,2347.9319286919845
DRL01,OUT046,3815.0900769395494
FDV56,OUT049,1432.5532984241404
DRH13,OUT027,2308.9677801925855
FDA03,OUT017,1951.3919476380347
FDF47,OUT027,6080.021746008883
FDX32,OUT046,1888.976420547397
FDX57,OUT049,1307.0314826161289
NCA30,OUT045,2595.3845294639855
FDO49,OUT013,831.972666541077
FDL04,OUT019,192.9173718997305
DRM48,OUT035,792.7509527275037
FDR16,OUT013,3211.307205615035
NCC19,OUT018,2328.5489735798838
NCE42,OUT045,3771.6828757916924
FDY24,OUT017,924.0777623281414
FDH19,OUT049,2479.5054486122403
FDJ46,OUT013,2287.3930407268153
FDN45,OUT010,503.4864718742555
FDY08,OUT035,1913.8218087623432
FDZ37,OUT035,1230.907485798897
NCT30,OUT045,798.5165201944457
DRY23,OUT018,666.620529914777
NCZ30,OUT018,1296.3135786243352
FDC44,OUT018,1197.3543735284177
FDB45,OUT035,1404.2307713225164
FDY04,OUT013,2133.2806546550796
FDM27,OUT046,2094.1278230925345
FDZ43,OUT017,4324.091230264199
FDT39,OUT019,288.6162312092893
NCC06,OUT019,232.13030677277996
FDL15,OUT027,3410.0010744680535
FDL57,OUT017,4943.155075497878
FDU08,OUT046,1258.3126773147847
FDK40,OUT017,5143.0389696227185
FDQ12,OUT010,526.3836426874636
FDS48,OUT017,2016.8254893496148
FDP09,OUT045,3107.706945394623
FDW21,OUT049,1341.424229994301
FDY25,OUT035,2647.5412843496106
DRE13,OUT017,1161.6025574597625
FDV43,OUT019,115.3169830143609
FDD22,OUT045,1356.419841838684
FDM46,OUT019,174.74487611008323
NCO30,OUT010,364.4193109698241
FDM25,OUT046,2376.7952967594774
NCN41,OUT049,1608.7368051071967
FDU24,OUT045,1178.5299367008215
FDZ50,OUT046,2578.3853547500325
FDP45,OUT013,4436.113173219519
NCM54,OUT045,1527.3327737101886
FDW10,OUT019,344.1771536901881
FDP20,OUT017,1660.4987527040926
FDK32,OUT046,1963.304426197545
FDN52,OUT049,1218.7375785065267
FDM58,OUT045,1364.4789388929219
FDZ46,OUT027,2399.0809829849222
NCA18,OUT018,1245.9609041017143
FDD35,OUT046,1520.2190713866055
NCK31,OUT035,895.1785070415292
FDI40,OUT027,2230.9946080530467
FDT50,OUT019,185.0056499292998
NCT06,OUT046,2171.461833347936
FDT31,OUT035,2802.1291886821564
FDT45,OUT049,899.3612392462217
FDT13,OUT045,2528.560007872465
FDO50,OUT045,1136.104823553906
NCU18,OUT010,253.43088369070588
NCR54,OUT049,2919.0088614121714
NCO18,OUT018,2067.3097269680675
FDU09,OUT045,871.0902735610211
FDT13,OUT018,2222.178251201161
FDE09,OUT046,1409.2417108818718
NCK53,OUT019,187.9086320791377
FDG45,OUT049,3400.0689225866467
DRH15,OUT035,846.7382513691649
FDO21,OUT019,527.8890106005067
FDD14,OUT027,4378.005772964274
FDC09,OUT046,1318.5297133598215
FDH45,OUT027,1386.9274040306418
FDV32,OUT046,952.8333054024641
FDG12,OUT035,1609.6094856314385
FDS32,OUT013,1762.3659175531375
NCL55,OUT018,3766.835989106467
DRE01,OUT035,4380.681164622044
DRE15,OUT049,1082.6865908304508
NCL42,OUT045,4152.461893245316
FDP31,OUT013,933.119355830218
FDN33,OUT018,1037.023625298667
FDZ59,OUT046,2211.561794442872
FDE45,OUT010,344.99237206097797
FDJ07,OUT013,1455.9185821449935
FDQ45,OUT018,2200.7250106376
FDM33,OUT027,5860.6919147893495
FDO15,OUT010,149.80697658779889
FDM46,OUT013,1173.2216929690844
FDR03,OUT045,2987.770301455986
FDY49,OUT018,1894.1434714540444
FDQ60,OUT045,1461.4828959173415
FDW10,OUT049,2486.827131275086
FDO51,OUT049,854.3542291650914
FDJ40,OUT018,1174.88444755274
FDS20,OUT018,2131.398267897157
FDU45,OUT013,1403.2962804289748
FDV02,OUT035,2401.18685708272
FDN09,OUT046,4123.421729814619
NCM55,OUT027,4494.213253444186
FDN23,OUT018,1585.0203247681468
FDY31,OUT010,263.2745973816388
FDW03,OUT010,194.2038638731917
FDD14,OUT046,2522.6010920981425
FDV23,OUT017,1634.0329842950434
DRI03,OUT045,2275.474142384564
FDN13,OUT035,1341.258447356011
FDF45,OUT027,1589.8925538666228
FDU46,OUT035,1241.835558688831
FDB57,OUT049,3710.3595831484636
FDV12,OUT049,1341.8514994895463
FDQ58,OUT013,1903.0591649981036
NCA18,OUT017,1514.2089060554383
FDH52,OUT049,980.4296222356905
FDM24,OUT018,1658.1606481518563
NCP43,OUT027,4293.067522309867
NCO18,OUT019,351.38698286677044
FDM32,OUT017,1223.458863112947
NCL07,OUT017,791.7625564811511
FDK03,OUT013,4502.5546515671285
FDP59,OUT017,1363.8457977288608
FDQ24,OUT049,4621.199209594982
FDQ16,OUT018,1163.766852367035
FDU44,OUT013,2092.7075936426786
FDH28,OUT010,109.63500357555094
FDV28,OUT019,109.66643325863994
FDM22,OUT045,851.4688976060821
FDR56,OUT046,2851.550207625749
FDV39,OUT049,2964.147840946196
FDU37,OUT019,159.92221537020086
FDQ11,OUT010,676.114653087765
FDX02,OUT045,3415.2244634489416
NCS42,OUT018,1017.2764630675624
FDY57,OUT027,2115.4066161388428
FDB21,OUT049,4303.025376220707
FDE28,OUT017,3927.6173766372053
FDQ55,OUT017,1497.9922825643125
FDA48,OUT049,3664.862795219013
FDZ19,OUT045,2282.3246611763648
NCC43,OUT045,4357.024607648952
NCV18,OUT046,1097.8980792087527
NCA42,OUT018,1761.1472150345194
FDY45,OUT046,4618.709004517489
NCC30,OUT045,2365.8526795022804
FDM57,OUT013,1121.7289118529413
FDL09,OUT010,316.6810347566864
FDB09,OUT027,2688.715750698413
FDT44,OUT035,1578.1259728918642
NCT06,OUT027,3728.2183725987625
FDX26,OUT049,2643.5493880774125
FDK32,OUT013,1959.4406128274527
DRA12,OUT046,1783.7396352326982
FDO46,OUT010,379.1712526865853
FDE52,OUT013,1132.1570375597435
NCH42,OUT045,3637.634111109744
FDV08,OUT035,837.1274128237286
FDB47,OUT018,2698.7209130715632
FDC28,OUT010,196.23106136416163
FDD22,OUT046,1424.4409711284984
FDS07,OUT027,2477.255725713591
DRI13,OUT045,3191.880139644195
FDG32,OUT018,2967.3189912693115
FDU14,OUT017,4578.618100902728
FDD28,OUT019,131.47867210660888
NCP41,OUT017,1434.421329852455
FDS08,OUT049,2485.374867165272
FDX47,OUT045,2018.4474318253692
FDC53,OUT019,187.3230303225072
FDQ19,OUT035,4435.069331318715
FDL14,OUT045,1973.6930209179482
FDM33,OUT019,504.3770972599496
FDA51,OUT045,1391.46536014061
FDZ27,OUT018,704.6102706372561
FDT04,OUT046,776.8379129154577
DRC13,OUT049,1633.325774781465
FDR16,OUT027,5753.282462379808
FDQ03,OUT027,6849.408636301753
FDE38,OUT035,2382.823754345454
DRH23,OUT027,1507.8440441128955
FDT11,OUT019,391.9269929230235
FDD09,OUT035,2619.556439354366
FDR40,OUT045,1077.1914167426542
FDX07,OUT017,2662.814915680707
FDR07,OUT035,1317.1277520972396
FDA51,OUT017,1508.4445774206235
FDT59,OUT019,546.6840288315572
FDF20,OUT017,2910.835877128573
FDR13,OUT045,1415.5220615343767
FDY26,OUT049,3353.3288528130875
FDW04,OUT017,1716.6473208016507
FDK52,OUT017,3767.0732164301317
FDN60,OUT049,2131.4293241072364
FDM09,OUT019,339.2523189910737
FDP46,OUT049,1197.5950966744933
FDB50,OUT019,155.73297025952513
NCQ29,OUT049,4960.226527397411
FDP16,OUT027,7288.714323631636
FDX33,OUT018,1813.5131437901648
FDP07,OUT010,399.4059369400222
FDN22,OUT046,4478.150602687985
FDF39,OUT049,5145.605642097205
FDS21,OUT017,967.9756398506316
NCM42,OUT013,1331.2162286500534
FDK50,OUT019,314.5658658237669
DRF13,OUT027,3185.5549913824616
FDH35,OUT018,1823.3455591774732
FDP60,OUT018,1065.6366752143554
DRJ49,OUT027,2775.544707859941
NCT42,OUT019,278.93946025667367
FDE38,OUT049,2336.9797084991997
FDI04,OUT049,3054.971846554714
NCH54,OUT045,1991.400422257879
FDT56,OUT049,958.3894548835149
DRD15,OUT018,3185.5128360554622
FDV58,OUT013,2698.2367761639875
FDP21,OUT049,2786.6968321163695
FDH05,OUT013,3797.0107245035815
FDR10,OUT027,3644.1403343912602
NCP06,OUT045,1850.7421016892633
FDF33,OUT049,1405.224304866323
DRK37,OUT013,2564.415580246794
DRH49,OUT045,1061.4084917143405
FDT58,OUT013,2183.6741125385315
FDD41,OUT018,1134.6558463272374
FDP40,OUT018,1196.4818235329947
FDM51,OUT027,2253.9312339702706
FDO45,OUT010,163.5459187700768
FDW33,OUT010,190.29466049952285
FDY24,OUT045,854.6623648866605
FDB10,OUT010,562.5343283048666
FDM40,OUT035,1909.1354154141775
NCI06,OUT017,2593.3797399815103
FDW12,OUT019,270.8932978318402
FDX48,OUT027,3498.5214514648674
NCW05,OUT027,2315.4418417779225
FDX27,OUT017,1281.4468412170845
DRM37,OUT045,2731.0786086452845
FDA38,OUT045,3992.237992493167
FDR36,OUT046,785.7013122387392
FDZ45,OUT046,2877.3713661614506
FDG05,OUT017,2172.6412976674937
FDK28,OUT013,4652.216938033004
FDV47,OUT045,1090.0461748995044
FDN21,OUT045,2022.5694383525633
FDP20,OUT027,2734.383017439261
FDI35,OUT045,2419.216808124218
DRY23,OUT013,780.6471719746697
FDA56,OUT017,1601.1868535323736
FDB09,OUT013,1510.7564949563036
NCO26,OUT027,2539.177405773474
FDQ49,OUT018,1741.4815345012328
FDI52,OUT027,2625.684948694954
FDZ44,OUT027,2540.0762574208875
FDZ09,OUT018,1831.0506444864284
FDY03,OUT049,1501.712509335033
NCG42,OUT017,1691.6666142877782
DRI13,OUT027,5735.940841485491
FDQ32,OUT013,1562.383316350394
FDW16,OUT035,1274.723265872905
FDU27,OUT046,826.1742585404068
FDR28,OUT010,308.07930215461994
FDQ49,OUT010,295.2665439822971
FDS37,OUT046,1456.7277500255034
FDW26,OUT018,2966.2297664784214
FDX12,OUT018,3502.8175079589537
NCP06,OUT013,1896.8215051224468
FDW45,OUT010,261.85781543103303
NCN30,OUT049,1272.7437889007679
FDN24,OUT049,900.1951412726439
NCL41,OUT027,1259.0765902362918
FDR02,OUT019,201.09391590949804
FDD09,OUT010,351.95182907499543
FDS33,OUT010,165.2271501981601
FDU22,OUT045,1444.5736526685068
FDI53,OUT013,2121.511726409352
DRH01,OUT049,2448.989644457606
FDX32,OUT013,1801.3029798524515
NCP30,OUT018,653.2547501651203
FDB60,OUT045,2730.7319546370813
FDB14,OUT049,1270.7263322886783
NCP02,OUT035,962.3819873112149
FDJ10,OUT017,1879.8907162791554
FDG34,OUT046,1407.1743612974155
NCB18,OUT017,1196.103811135697
FDM16,OUT049,1092.0318747366705
FDW25,OUT018,948.4156429462831
FDB35,OUT010,170.39973316243496
DRN11,OUT013,1757.5468846669146
FDF41,OUT019,633.1263833738203
FDH16,OUT045,1116.8108470097804
NCQ50,OUT018,2728.906523354452
DRH23,OUT018,742.284874763374
DRJ37,OUT013,1890.2207578071211
DRJ24,OUT027,4359.097911479119
FDY16,OUT035,2727.0289502471073
FDQ27,OUT045,1306.4595993570072
FDZ33,OUT045,1837.903871714709
FDF29,OUT045,1618.1007781648866
FDA08,OUT049,2275.450057092969
FDG31,OUT046,952.1988410959132
FDE34,OUT019,373.9669492264428
NCR30,OUT027,1759.1417941253906
FDV33,OUT035,5100.46352998626
DRZ24,OUT018,1257.9106511984583
NCL54,OUT035,2481.4234100650497
FDR12,OUT049,2471.344211976974
NCC54,OUT046,4114.882463550461
DRN59,OUT013,784.2718183311847
FDX50,OUT019,201.7613804401006
FDV31,OUT027,4190.329659055294
NCA29,OUT027,4017.1168954224327
FDW60,OUT049,2558.5411981709067
FDX08,OUT017,2622.0301019701988
DRD49,OUT013,3799.94113680085
FDD33,OUT046,3753.1172158391355
FDW35,OUT013,774.7694596379267
FDJ36,OUT017,1371.9714657482602
FDV51,OUT035,2345.7257331509745
FDW36,OUT046,1341.7217396709768
FDH35,OUT046,2173.3812094775235
NCS30,OUT027,2838.995637084948
FDN49,OUT017,801.9915188274679
FDL08,OUT018,3605.7482489887843
FDI09,OUT013,4007.7553614322514
FDP19,OUT018,1368.3756882807088
FDU21,OUT010,105.17571722290391
NCP41,OUT045,1313.331700663027
FDY10,OUT013,1382.3347385439254
FDP12,OUT018,645.5740288548492
NCN26,OUT049,1519.9021644797472
FDK44,OUT013,2301.451748742655
FDC28,OUT049,1433.4073667759367
FDJ41,OUT027,8504.560924387948
NCT29,OUT035,1649.9203340617494
NCH42,OUT019,541.4752148040758
FDU60,OUT018,1897.8667062965928
FDS02,OUT045,2690.8063842559127
FDC51,OUT046,1561.942835257327
FDU03,OUT013,2497.7721799385
FDX39,OUT045,3149.007677839071
NCY05,OUT010,106.91728010967896
NCL06,OUT027,8247.770017123308
FDD32,OUT035,1162.1031538264342
NCN41,OUT045,1486.9782952643127
NCX53,OUT049,1872.5695486965237
FDU57,OUT019,285.38639412950306
FDQ23,OUT046,1318.6154139279097
FDQ52,OUT045,4214.340650312404
FDC14,OUT045,759.8549159041377
FDY09,OUT035,2557.519371559825
FDQ28,OUT045,1990.9519512976663
FDV25,OUT046,3470.282701358164
FDJ07,OUT035,1552.8045379028688
DRB25,OUT049,1379.9520278574676
FDK52,OUT019,521.5510783892013
FDY52,OUT027,1618.288416178791
FDB28,OUT046,2863.052981145952
FDT36,OUT035,794.9295195050634
FDV25,OUT017,3645.267059786329
NCN07,OUT027,2820.5848214446282
FDC57,OUT017,2899.5676925391604
FDQ03,OUT018,3383.0573927433475
FDU23,OUT017,2305.661507469111
NCX41,OUT035,3439.9750621079506
NCD06,OUT035,872.1629124505085
FDW08,OUT045,1294.9486332093986
NCU29,OUT017,1932.0973860775646
NCE06,OUT013,2077.311386063408
FDV52,OUT010,210.9017171767045
FDB02,OUT017,2535.0775032897964
NCR18,OUT045,767.1380836398077
FDK16,OUT049,1269.0965691675801
NCQ29,OUT010,671.2596061168471
FDZ01,OUT019,194.9902699824897
FDW27,OUT035,2204.1916846401514
FDD17,OUT018,3385.1845738592697
FDW39,OUT013,2384.6193580465947
DRH59,OUT045,966.4829001259011
FDS52,OUT013,1269.6669118317473
FDU40,OUT027,4810.708116233696
NCF54,OUT013,2296.9647112840266
FDH46,OUT045,1281.8092623433931
NCP14,OUT049,1374.1431482669614
FDH50,OUT049,2723.494475027723
DRF15,OUT010,276.37559864461866
FDV27,OUT027,2010.7271237614948
NCJ06,OUT049,1571.7399119319564
FDN02,OUT018,2576.2140711137376
FDQ51,OUT049,859.5729826731371
FDQ07,OUT017,3704.0096215320104
FDS45,OUT049,1415.0629263486683
NCJ06,OUT045,1466.078820502055
FDD36,OUT035,1563.455031864713
FDY25,OUT045,2434.098241569378
FDU52,OUT046,2005.2816393886421
DRK47,OUT017,3743.377503800528
NCL30,OUT017,1672.125595503988
FDN22,OUT035,4802.4230886274245
NCF30,OUT027,2720.354585176309
FDK03,OUT035,5013.536158025849
FDT45,OUT017,909.4322955031187
